plev,time,pc
100000.0,1851-06-14 12:00:00,-0.7729137607395006
100000.0,1851-06-15 12:00:00,-0.6519525290601947
100000.0,1851-06-16 12:00:00,-0.3455742198312508
100000.0,1851-06-17 12:00:00,-0.1672711368210976
100000.0,1851-06-18 12:00:00,-0.11226836431050914
100000.0,1851-06-19 12:00:00,-0.15053987024647025
100000.0,1851-06-20 12:00:00,-0.11074908171886415
100000.0,1851-06-21 12:00:00,-0.21298749352283836
100000.0,1851-06-22 12:00:00,-0.07199058099798228
100000.0,1851-06-23 12:00:00,0.14570345206144608
100000.0,1851-06-24 12:00:00,0.30405056515979967
100000.0,1851-06-25 12:00:00,0.24145939934255647
100000.0,1851-06-26 12:00:00,0.35234697964835343
100000.0,1851-06-27 12:00:00,0.9300024693397584
100000.0,1851-06-28 12:00:00,1.3673925025504563
100000.0,1851-06-29 12:00:00,1.5287787717052637
100000.0,1851-06-30 12:00:00,1.5242467361549898
100000.0,1851-07-01 12:00:00,1.0103325328976707
100000.0,1851-07-02 12:00:00,0.971341978236681
100000.0,1851-07-03 12:00:00,0.42273599537845236
100000.0,1851-07-04 12:00:00,0.033656064942898196
100000.0,1851-07-05 12:00:00,0.3050024872915337
100000.0,1851-07-06 12:00:00,0.4309438841143412
100000.0,1851-07-07 12:00:00,0.16534807019844686
100000.0,1851-07-08 12:00:00,-0.1881789902041093
100000.0,1851-07-09 12:00:00,-0.298647574005047
100000.0,1851-07-10 12:00:00,-0.15813978167324194
100000.0,1851-07-11 12:00:00,0.002412135060057829
100000.0,1851-07-12 12:00:00,-0.02453334579733565
100000.0,1851-07-13 12:00:00,0.03420366653320755
100000.0,1851-07-14 12:00:00,0.09115178473159599
100000.0,1851-07-15 12:00:00,0.1882439503062838
100000.0,1851-07-16 12:00:00,0.34790224164112593
100000.0,1851-07-17 12:00:00,0.24754415614081499
100000.0,1851-07-18 12:00:00,-0.18694756588183042
100000.0,1851-07-19 12:00:00,-0.4921963811766181
100000.0,1851-07-20 12:00:00,-0.427424676603035
100000.0,1851-07-21 12:00:00,-0.3605410050340862
100000.0,1851-07-22 12:00:00,-0.7164942320908795
100000.0,1851-07-23 12:00:00,-1.1277042062527591
100000.0,1851-07-24 12:00:00,-1.1733624422932378
100000.0,1851-07-25 12:00:00,-1.1426376264431082
100000.0,1851-07-26 12:00:00,-1.0679973551198934
100000.0,1851-07-27 12:00:00,-1.2383170618744062
100000.0,1851-07-28 12:00:00,-1.4843381008744092
100000.0,1851-07-29 12:00:00,-1.4336408808372714
100000.0,1851-07-30 12:00:00,-1.0991023958500552
100000.0,1851-07-31 12:00:00,-0.5704281883441732
100000.0,1851-08-01 12:00:00,-0.28322712355303986
100000.0,1851-08-02 12:00:00,-0.20593354301513803
100000.0,1851-08-03 12:00:00,-0.0792898160213572
100000.0,1851-08-04 12:00:00,-0.1764367619482512
100000.0,1851-08-05 12:00:00,-0.3632585849029821
100000.0,1851-08-06 12:00:00,-0.48040856228189155
100000.0,1851-08-07 12:00:00,-0.5320446732031018
100000.0,1851-08-08 12:00:00,-0.5374324695490933
100000.0,1851-08-09 12:00:00,-0.37028547125613415
100000.0,1851-08-10 12:00:00,0.08042521723157262
100000.0,1851-08-11 12:00:00,0.8713816209286522
100000.0,1851-08-12 12:00:00,1.5140740482671549
100000.0,1851-08-13 12:00:00,1.3344083854950646
100000.0,1851-08-14 12:00:00,0.621468169344429
100000.0,1851-08-15 12:00:00,0.2571700063912049
100000.0,1851-08-16 12:00:00,0.19040345044990592
100000.0,1851-08-17 12:00:00,0.09447581480633599
100000.0,1851-08-18 12:00:00,-0.20689328969780346
100000.0,1851-08-19 12:00:00,-0.5133286066396379
100000.0,1851-08-20 12:00:00,-0.6487662430857535
100000.0,1851-08-21 12:00:00,-0.28690600158213964
100000.0,1851-08-22 12:00:00,0.530878598230233
100000.0,1851-08-23 12:00:00,1.242982841715639
100000.0,1851-08-24 12:00:00,1.5212995641057179
100000.0,1851-08-25 12:00:00,1.202685214403513
100000.0,1851-08-26 12:00:00,0.8058708989068696
100000.0,1851-08-27 12:00:00,0.5509577375350663
100000.0,1851-08-28 12:00:00,0.24118311516038446
100000.0,1851-08-29 12:00:00,0.21857900304453104
100000.0,1851-08-30 12:00:00,0.3078500287226208
100000.0,1851-08-31 12:00:00,-0.07786876414175543
100000.0,1851-09-01 12:00:00,-1.0330606083183915
100000.0,1851-09-02 12:00:00,-1.3484949951291798
100000.0,1851-09-03 12:00:00,-1.5160159725280875
100000.0,1851-09-04 12:00:00,-1.6475490979165757
100000.0,1851-09-05 12:00:00,-1.5846878543443934
100000.0,1851-09-06 12:00:00,-1.3744777688636811
100000.0,1851-09-07 12:00:00,-1.4231101620967246
100000.0,1851-09-08 12:00:00,-1.5058486356231422
100000.0,1851-09-09 12:00:00,-1.648456692927952
100000.0,1851-09-10 12:00:00,-2.0247215027848293
100000.0,1851-09-11 12:00:00,-2.163043454476503
100000.0,1851-09-12 12:00:00,-1.0707158173731035
100000.0,1851-09-13 12:00:00,-0.05434188267386664
100000.0,1851-09-14 12:00:00,0.13404013639095994
100000.0,1851-09-15 12:00:00,-0.0742827426932756
100000.0,1851-09-16 12:00:00,0.057655648576375965
100000.0,1851-09-17 12:00:00,0.2788133989083671
100000.0,1851-09-18 12:00:00,-0.6419874467694069
100000.0,1851-09-19 12:00:00,-1.1885248708446985
100000.0,1851-09-20 12:00:00,-1.461626482480273
100000.0,1851-09-21 12:00:00,-1.8647873480393165
100000.0,1851-09-22 12:00:00,-2.4589530470913856
100000.0,1851-09-23 12:00:00,-2.375032935547685
100000.0,1851-09-24 12:00:00,-2.193871345594039
100000.0,1851-09-25 12:00:00,-1.9281064792526112
100000.0,1851-09-26 12:00:00,-0.956584454803282
100000.0,1851-09-27 12:00:00,0.05520569939153831
100000.0,1852-05-04 12:00:00,-1.3882266959206397
100000.0,1852-05-05 12:00:00,-1.2751382377407414
100000.0,1852-05-06 12:00:00,-1.6038915297496754
100000.0,1852-05-07 12:00:00,-2.2048644668639006
100000.0,1852-05-08 12:00:00,-2.3639795394706336
100000.0,1852-05-09 12:00:00,-2.0433946533680163
100000.0,1852-05-10 12:00:00,-1.490560564680081
100000.0,1852-05-11 12:00:00,-1.028011845814872
100000.0,1852-05-12 12:00:00,-0.6378263232912771
100000.0,1852-05-13 12:00:00,-0.2011982197377336
100000.0,1852-05-14 12:00:00,0.37181883051329007
100000.0,1852-05-15 12:00:00,1.0575051612760338
100000.0,1852-05-16 12:00:00,1.6354207411757216
100000.0,1852-05-17 12:00:00,2.1770030370001483
100000.0,1852-05-18 12:00:00,2.212090551646254
100000.0,1852-05-19 12:00:00,1.852677553068827
100000.0,1852-05-20 12:00:00,1.511906805078917
100000.0,1852-05-21 12:00:00,0.9139762228244805
100000.0,1852-05-22 12:00:00,0.7175101036889118
100000.0,1852-05-23 12:00:00,0.7820040073250075
100000.0,1852-05-24 12:00:00,0.8195356836126338
100000.0,1852-05-25 12:00:00,0.7819656846050879
100000.0,1852-05-26 12:00:00,0.6894376285464507
100000.0,1852-05-27 12:00:00,0.9558403807705824
100000.0,1852-05-28 12:00:00,1.4839926069478202
100000.0,1852-05-29 12:00:00,1.1040617854271864
100000.0,1852-05-30 12:00:00,0.6162700628869456
100000.0,1852-05-31 12:00:00,0.24090100778433338
100000.0,1852-06-01 12:00:00,-0.5887092673675067
100000.0,1852-06-02 12:00:00,-0.6636997396517559
100000.0,1852-06-03 12:00:00,-0.5658281434584345
100000.0,1852-06-04 12:00:00,-0.6119432689228639
100000.0,1852-06-05 12:00:00,-0.7418683093159679
100000.0,1852-06-06 12:00:00,-0.5501468615618635
100000.0,1852-06-07 12:00:00,-0.3127230097177691
100000.0,1852-06-08 12:00:00,0.1633037985200757
100000.0,1852-06-09 12:00:00,0.7541602380061064
100000.0,1852-06-10 12:00:00,1.0550939370801034
100000.0,1852-06-11 12:00:00,1.1630302040979412
100000.0,1852-06-12 12:00:00,1.2548616170714466
100000.0,1852-06-13 12:00:00,0.801527585725499
100000.0,1852-06-14 12:00:00,0.21759214669515464
100000.0,1852-06-15 12:00:00,-0.19484629637391185
100000.0,1852-06-16 12:00:00,-0.546420670807069
100000.0,1852-06-17 12:00:00,-0.4197590577866097
100000.0,1852-06-18 12:00:00,-0.31234324718706036
100000.0,1852-06-19 12:00:00,-0.7744545881913202
100000.0,1852-06-20 12:00:00,-1.1206726769439117
100000.0,1852-06-21 12:00:00,-1.0096226978808553
100000.0,1852-06-22 12:00:00,-0.37037369193170205
100000.0,1852-06-23 12:00:00,0.4348167863050584
100000.0,1852-06-24 12:00:00,0.7764937884136925
100000.0,1852-06-25 12:00:00,0.6550867403593326
100000.0,1852-06-26 12:00:00,0.8615130940120985
100000.0,1852-06-27 12:00:00,1.1708314070801815
100000.0,1852-06-28 12:00:00,1.6134042081456577
100000.0,1852-06-29 12:00:00,1.7750689335302625
100000.0,1852-06-30 12:00:00,1.5317954349961955
100000.0,1852-07-01 12:00:00,0.7897869987745711
100000.0,1852-07-02 12:00:00,0.5034110700641551
100000.0,1852-07-03 12:00:00,0.32506802758217274
100000.0,1852-07-04 12:00:00,-0.09973812311029409
100000.0,1852-07-05 12:00:00,-0.08941753975280944
100000.0,1852-07-06 12:00:00,0.5613139184369513
100000.0,1852-07-07 12:00:00,1.03882873603719
100000.0,1852-07-08 12:00:00,1.3263208103622466
100000.0,1852-07-09 12:00:00,1.390775160060946
100000.0,1852-07-10 12:00:00,1.0895347427083457
100000.0,1852-07-11 12:00:00,0.8604231504716583
100000.0,1852-07-12 12:00:00,1.0919289049961227
100000.0,1852-07-13 12:00:00,1.5653256491493495
100000.0,1852-07-14 12:00:00,1.5794508241295069
100000.0,1852-07-15 12:00:00,1.3968622696370216
100000.0,1852-07-16 12:00:00,1.3927079187633653
100000.0,1852-07-17 12:00:00,1.2458546333766618
100000.0,1852-07-18 12:00:00,0.9405329405252016
100000.0,1852-07-19 12:00:00,0.8819771180767063
100000.0,1852-07-20 12:00:00,0.9291364410685066
100000.0,1852-07-21 12:00:00,0.7711564611327588
100000.0,1852-07-22 12:00:00,0.4728471684712045
100000.0,1852-07-23 12:00:00,0.3599152920535962
100000.0,1852-07-24 12:00:00,0.5335236717924162
100000.0,1852-07-25 12:00:00,0.6354040419689816
100000.0,1852-07-26 12:00:00,0.6782669167968512
100000.0,1852-07-27 12:00:00,0.7172368943872973
100000.0,1852-07-28 12:00:00,0.8026599525299603
100000.0,1852-07-29 12:00:00,0.7617719348400424
100000.0,1852-07-30 12:00:00,0.6901466355830302
100000.0,1852-07-31 12:00:00,0.5920530030088007
100000.0,1852-08-01 12:00:00,0.5319011063816035
100000.0,1852-08-02 12:00:00,0.5233548307222744
100000.0,1852-08-03 12:00:00,0.5590271980845792
100000.0,1852-08-04 12:00:00,0.34787462585725476
100000.0,1852-08-05 12:00:00,0.17651840803073812
100000.0,1852-08-06 12:00:00,0.19565514281736474
100000.0,1852-08-07 12:00:00,0.006454872691427882
100000.0,1852-08-08 12:00:00,-0.0918937868115556
100000.0,1852-08-09 12:00:00,0.15907400907889813
100000.0,1852-08-10 12:00:00,0.3020482896574383
100000.0,1852-08-11 12:00:00,0.0228934901525426
100000.0,1852-08-12 12:00:00,-0.06735830323286673
100000.0,1852-08-13 12:00:00,-0.05475649157475497
100000.0,1852-08-14 12:00:00,-0.008327955238873145
100000.0,1852-08-15 12:00:00,0.3493409867720238
100000.0,1852-08-16 12:00:00,0.7764884175999306
100000.0,1852-08-17 12:00:00,1.0313053560604943
100000.0,1852-08-18 12:00:00,1.0371330281477138
100000.0,1852-08-19 12:00:00,1.1764046869211366
100000.0,1852-08-20 12:00:00,1.3203887984493077
100000.0,1852-08-21 12:00:00,1.2505524852370942
100000.0,1852-08-22 12:00:00,1.3626095758480121
100000.0,1852-08-23 12:00:00,0.9273757369512662
100000.0,1852-08-24 12:00:00,0.18238463880096412
100000.0,1852-08-25 12:00:00,-0.22399127954786816
100000.0,1852-08-26 12:00:00,-0.4823698092515146
100000.0,1852-08-27 12:00:00,-0.6813990580375244
100000.0,1852-08-28 12:00:00,-0.42060431030533985
100000.0,1852-08-29 12:00:00,-0.10958992665388338
100000.0,1852-08-30 12:00:00,-0.6039469162619753
100000.0,1852-08-31 12:00:00,-0.8469170920801756
100000.0,1852-09-01 12:00:00,-0.7980082446130581
100000.0,1852-09-02 12:00:00,-0.80499324598452
100000.0,1852-09-03 12:00:00,-1.2706870392673013
100000.0,1852-09-04 12:00:00,-1.4966134883879076
100000.0,1852-09-05 12:00:00,-1.229500548772221
100000.0,1852-09-06 12:00:00,-0.630224765678405
100000.0,1852-09-07 12:00:00,0.024758862106737563
100000.0,1852-09-08 12:00:00,0.6188685539743923
100000.0,1852-09-09 12:00:00,0.6770179887722171
100000.0,1852-09-10 12:00:00,0.5156924665865243
100000.0,1852-09-11 12:00:00,0.5988098550670201
100000.0,1852-09-12 12:00:00,1.3809252197596853
100000.0,1852-09-13 12:00:00,2.0208073640207656
100000.0,1852-09-14 12:00:00,1.7369720047265318
100000.0,1852-09-15 12:00:00,0.9970991751802253
100000.0,1852-09-16 12:00:00,0.6187747441260957
100000.0,1852-09-17 12:00:00,0.5916502494570993
100000.0,1852-09-18 12:00:00,0.8820752422353622
100000.0,1852-09-19 12:00:00,1.4501632749573086
100000.0,1852-09-20 12:00:00,1.4626205913866461
100000.0,1852-09-21 12:00:00,1.0924161318957717
100000.0,1852-09-22 12:00:00,0.8485070104924741
100000.0,1852-09-23 12:00:00,0.54142400237514
100000.0,1852-09-24 12:00:00,-0.3633479811523774
100000.0,1852-09-25 12:00:00,-0.3849913131622774
100000.0,1852-09-26 12:00:00,0.41462419666951056
100000.0,1852-09-27 12:00:00,1.1323770312514188
100000.0,1853-05-04 12:00:00,-0.6527167330423329
100000.0,1853-05-05 12:00:00,-0.9613551040574636
100000.0,1853-05-06 12:00:00,-1.142211566567799
100000.0,1853-05-07 12:00:00,-1.2795633405408244
100000.0,1853-05-08 12:00:00,-1.3799541701844824
100000.0,1853-05-09 12:00:00,-1.3201783584654656
100000.0,1853-05-10 12:00:00,-1.2373579743165424
100000.0,1853-05-11 12:00:00,-1.3009466900041136
100000.0,1853-05-12 12:00:00,-1.4082561540241043
100000.0,1853-05-13 12:00:00,-1.3665962564068992
100000.0,1853-05-14 12:00:00,-0.7481044515765967
100000.0,1853-05-15 12:00:00,0.3764410772549286
100000.0,1853-05-16 12:00:00,1.203975806735149
100000.0,1853-05-17 12:00:00,1.1320548452572146
100000.0,1853-05-18 12:00:00,0.2728978896657506
100000.0,1853-05-19 12:00:00,-0.08676566005827051
100000.0,1853-05-20 12:00:00,0.0741711395162985
100000.0,1853-05-21 12:00:00,0.07395353630827192
100000.0,1853-05-22 12:00:00,-0.070131565878308
100000.0,1853-05-23 12:00:00,-0.30045439534464463
100000.0,1853-05-24 12:00:00,-0.7304421478557003
100000.0,1853-05-25 12:00:00,-0.8088240158033818
100000.0,1853-05-26 12:00:00,-0.6946596190177119
100000.0,1853-05-27 12:00:00,-0.8987545827871857
100000.0,1853-05-28 12:00:00,-1.2901759431868445
100000.0,1853-05-29 12:00:00,-1.235302801482822
100000.0,1853-05-30 12:00:00,-0.8735874724573937
100000.0,1853-05-31 12:00:00,-0.5084395640403869
100000.0,1853-06-01 12:00:00,-0.29417207551384583
100000.0,1853-06-02 12:00:00,0.6207584849810807
100000.0,1853-06-03 12:00:00,1.7909589289995433
100000.0,1853-06-04 12:00:00,2.1358597739822693
100000.0,1853-06-05 12:00:00,1.791573621753704
100000.0,1853-06-06 12:00:00,0.8786948514924164
100000.0,1853-06-07 12:00:00,-0.03338600657780517
100000.0,1853-06-08 12:00:00,-0.8211113881664791
100000.0,1853-06-09 12:00:00,-1.2626178441690468
100000.0,1853-06-10 12:00:00,-1.7875348841611145
100000.0,1853-06-11 12:00:00,-2.159685594234763
100000.0,1853-06-12 12:00:00,-2.2113142486908677
100000.0,1853-06-13 12:00:00,-2.0697310742947113
100000.0,1853-06-14 12:00:00,-1.7191792568037778
100000.0,1853-06-15 12:00:00,-1.503935041796759
100000.0,1853-06-16 12:00:00,-1.4527396545842561
100000.0,1853-06-17 12:00:00,-1.376702238269712
100000.0,1853-06-18 12:00:00,-0.7055228437430484
100000.0,1853-06-19 12:00:00,-0.04505315934831536
100000.0,1853-06-20 12:00:00,0.1815693981833924
100000.0,1853-06-21 12:00:00,0.39066750459221794
100000.0,1853-06-22 12:00:00,0.6660962457291725
100000.0,1853-06-23 12:00:00,0.6452073615510078
100000.0,1853-06-24 12:00:00,0.5452034857169794
100000.0,1853-06-25 12:00:00,0.6472758144677992
100000.0,1853-06-26 12:00:00,0.714999365996255
100000.0,1853-06-27 12:00:00,0.7043757144945477
100000.0,1853-06-28 12:00:00,0.9000455565472844
100000.0,1853-06-29 12:00:00,0.8034170886591413
100000.0,1853-06-30 12:00:00,0.5951035538910786
100000.0,1853-07-01 12:00:00,0.029856003087987283
100000.0,1853-07-02 12:00:00,0.220221649530573
100000.0,1853-07-03 12:00:00,0.46402875434897706
100000.0,1853-07-04 12:00:00,0.5590889302227834
100000.0,1853-07-05 12:00:00,0.47665442950042863
100000.0,1853-07-06 12:00:00,0.6820098412741792
100000.0,1853-07-07 12:00:00,1.0191062186162314
100000.0,1853-07-08 12:00:00,1.454317919154562
100000.0,1853-07-09 12:00:00,1.3755815382278742
100000.0,1853-07-10 12:00:00,0.43137492790478577
100000.0,1853-07-11 12:00:00,-0.5744059667098077
100000.0,1853-07-12 12:00:00,-0.6380934676908476
100000.0,1853-07-13 12:00:00,-0.3058269317991296
